acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_median,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_median,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_median,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_median,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_median,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_median,unique_id,player_id,mode,gender,hold racket handed,play years,level
3640.051217266976,2029.7372020075293,-421.9259259259259,6960.925925925926,3925.9814814814813,-2142.0671112677987,1929.129063891767,-5791.37037037037,1301.5555555555557,-2042.2037037037037,285.77106958889084,3412.3344347599564,-4746.222222222223,6759.7037037037035,-221.53703703703704,-4921.677115772568,25734.836512173064,-32324.62962962963,32767.0,-10637.481481481482,4588.212429245745,18780.564052394388,-22081.11111111111,32677.666666666668,1492.2962962962963,178.58844037056622,21604.091216962854,-32768.0,29515.222222222223,2803.796296296296,1,41,1,1,1,1,5
4109.858545211879,2775.753766968329,-998.4814814814815,9640.37037037037,3766.8888888888887,-3115.87933933934,2880.5063850532597,-9876.814814814816,981.2592592592592,-2139.8888888888887,720.9973506840173,3373.288168067698,-4452.481481481482,8341.296296296296,315.9259259259259,-6949.110303636971,23363.915488845047,-29883.444444444445,30073.74074074074,-15300.962962962964,6947.342115448782,15542.370036903678,-17885.037037037036,29358.222222222223,5353.981481481482,494.8096162829496,22277.26058037466,-29964.333333333332,30182.37037037037,2052.5185185185187,2,41,2,1,1,1,5
3485.6139739440705,2758.4677775526634,41.81481481481482,11785.888888888889,2580.037037037037,-2367.0891212347524,2809.8034409779566,-10778.296296296296,946.2592592592592,-1694.5,-86.00069842060132,2599.505781500838,-7140.37037037037,6083.0,469.48148148148147,-10308.754771388267,21124.88295712392,-31933.037037037036,31388.814814814814,-14898.314814814816,6286.62294622853,18229.578066558544,-22231.925925925927,31495.25925925926,4374.12962962963,68.03471703593065,16193.345757485833,-31394.333333333332,24303.37037037037,2471.6296296296296,3,41,3,1,1,1,5
3745.2596187723343,3242.034659200776,-647.074074074074,13120.74074074074,2691.3703703703704,-2941.4171070701846,3862.5744742988086,-13796.444444444445,1090.111111111111,-1810.2592592592594,-518.0618829856843,2836.6314748817317,-7879.222222222223,6272.7037037037035,-39.407407407407405,-10564.863194489384,21569.318814742095,-32061.185185185186,31637.555555555555,-14568.796296296296,8436.114900378927,17935.506900312426,-22601.51851851852,31675.555555555555,8240.722222222223,694.1687877938122,17515.348388310656,-31631.222222222223,26171.59259259259,5423.833333333333,4,41,4,1,1,1,5
3574.371232238528,3070.4477274390665,-86.4074074074074,12838.555555555555,2573.8888888888887,-2723.187963794882,3249.2242172606543,-12490.777777777777,869.4074074074074,-1948.5,-292.2549599015008,2791.5438228445614,-7357.0,7182.518518518518,172.87037037037038,-9786.893747296264,21449.822717803003,-32138.14814814815,31135.925925925927,-13576.648148148148,8281.674173904365,17706.79716239102,-22663.74074074074,31955.962962962964,7391.37037037037,113.83982895743908,16969.09516626329,-31935.185185185186,24260.51851851852,4337.388888888889,5,41,5,1,1,1,5
3663.3673551756888,2909.5705814539524,181.0,12392.444444444445,2688.0,-2739.4927248677245,3217.3908906929396,-12557.481481481482,707.6296296296297,-1942.8148148148148,-193.8599579432913,2779.508962533398,-7325.148148148148,7076.518518518518,312.6666666666667,-10635.307329398996,21420.75480021229,-31564.666666666668,30457.40740740741,-16285.833333333334,6264.409259259259,18143.32122351456,-24147.74074074074,30572.814814814814,4340.444444444444,-492.7330925247592,15922.854539880835,-30690.51851851852,22667.962962962964,3306.277777777778,6,41,6,1,1,1,5
3492.130651484818,3356.5359641900113,-1456.148148148148,13211.481481481482,2646.6111111111113,-2696.8201207159545,4194.847088310349,-14887.592592592593,2583.962962962963,-1374.1666666666667,-136.13388984222317,2857.291691558471,-6669.555555555556,8769.518518518518,-68.66666666666667,-11448.694116735785,20238.682220669834,-31058.185185185186,30497.962962962964,-16732.537037037036,7308.838797130465,16606.845493243334,-24271.333333333332,30615.85185185185,5695.907407407408,650.2937550645883,17572.120871192106,-30948.814814814814,28941.333333333332,2947.962962962963,7,41,7,1,1,1,5
3718.016125919271,3724.0913624596174,-1502.7037037037037,14272.62962962963,2754.6481481481483,-2957.3567568466933,4674.488520419301,-16647.62962962963,2534.296296296296,-1397.6666666666667,-196.05503311037901,3137.6217076621133,-7070.962962962963,10161.555555555555,-151.88888888888889,-12568.225706299292,20074.198411654503,-31204.48148148148,30734.51851851852,-17817.296296296296,6622.478499883531,17208.26014598568,-23707.62962962963,30993.037037037036,3636.0555555555557,841.0135270040929,18054.465032893986,-31250.666666666668,29787.666666666668,3115.1296296296296,8,41,8,1,1,1,5
3047.944312169312,2071.5486468746176,413.037037037037,8522.296296296296,2560.314814814815,-1671.8073870573874,2232.2323150469715,-6938.814814814815,1627.0,-1395.7037037037037,-293.92125898792574,1660.0576628191463,-4334.185185185185,3025.4814814814813,18.703703703703702,-1032.0356057522727,3291.4844268033603,-5347.185185185185,6626.259259259259,-1670.8333333333333,1212.1371998371997,2686.74084109476,-2984.925925925926,6813.333333333333,784.6296296296297,-550.274769366436,2487.112031864977,-7001.777777777777,3054.4814814814813,196.92592592592592,9,41,9,1,1,1,5
3167.144612794613,2260.666982932379,94.88888888888889,9158.444444444445,2721.277777777778,-1931.9499887766558,2547.1697244962934,-8037.185185185185,1614.5925925925926,-1437.4259259259259,-461.37044893378226,1844.2877776906398,-4930.407407407408,3229.8518518518517,-57.0,-1004.5638121960345,3675.983290024313,-5618.333333333333,7988.037037037037,-1568.037037037037,1417.0362962962963,2623.2453227316273,-2714.5555555555557,7080.444444444444,1084.2962962962963,-575.8708941264496,2724.4485496767848,-7500.2962962962965,3225.296296296296,223.33333333333334,10,41,9,1,1,1,5
3161.8688947753594,2247.9459097937133,201.88888888888889,9153.592592592593,2691.796296296296,-1954.8716868715794,2402.0010943500533,-7696.518518518518,1391.3703703703704,-1500.5,-480.5510094501718,1835.3446513350498,-4863.592592592592,3215.777777777778,-49.851851851851855,-1025.7357451953674,3874.9337218684996,-5943.407407407408,8177.111111111111,-1608.1296296296296,1494.7524699312712,2725.0881909011387,-2972.5185185185187,7316.37037037037,1161.648148148148,-592.8446250159094,2802.113336856753,-7283.666666666667,3630.6666666666665,180.9814814814815,11,41,9,1,1,1,5
3138.3699413274667,2295.000304115814,256.81481481481484,9296.037037037036,2551.5,-1854.549398606527,2476.5359292888274,-8101.777777777777,1544.851851851852,-1307.888888888889,-464.1791859185919,1776.799715691535,-4862.481481481482,3410.6666666666665,-53.48148148148148,-1044.1186358635864,3785.124720110065,-5854.074074074074,7992.814814814815,-1611.1851851851852,1485.8090575724239,2609.9938125430017,-2977.185185185185,7253.888888888889,1315.2222222222222,-565.5199376604328,2763.5061110699776,-7475.518518518518,3549.814814814815,213.12962962962962,12,41,9,1,1,1,5
3110.398227778662,2081.3543335500617,520.5925925925926,8920.444444444445,2632.5185185185187,-1670.3266443701225,2206.3042757660487,-7275.481481481482,1461.037037037037,-1252.0740740740741,-429.19526286917585,1666.6103969910328,-4470.962962962963,3156.222222222222,4.7592592592592595,-1169.1320627842367,3646.1402393681406,-5853.740740740741,7726.777777777777,-1635.5,1423.8794526729307,2589.1662039969824,-2824.296296296296,6862.592592592592,1266.2407407407406,-335.3882474208561,2561.1734760871823,-6863.851851851852,3434.259259259259,227.62962962962962,13,41,9,1,1,1,5
3053.7548254124094,1943.7288287280287,432.22222222222223,8224.25925925926,2650.3518518518517,-1709.3189525523844,2191.57525018959,-6880.074074074074,1372.3703703703704,-1198.2222222222222,-501.9276168657612,1628.7446432809231,-4700.740740740741,2514.962962962963,-72.85185185185185,-1046.544938479401,3709.074265996079,-5954.259259259259,7522.407407407408,-1624.2407407407406,1489.541798162564,2474.7451462837657,-2724.1111111111113,6964.555555555556,1333.3148148148148,-410.0915406254139,2635.5186824583225,-6705.555555555556,3465.6666666666665,215.22222222222223,14,41,9,1,1,1,5
