acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_median,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_median,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_median,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_median,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_median,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_median,unique_id,player_id,mode,gender,hold racket handed,play years,level
-3485.165119178584,2842.0436299901685,-11363.0,184.03703703703704,-2843.5555555555557,-1624.0740117345067,2893.802492577944,-9257.962962962964,2374.8518518518517,-953.5925925925926,413.84602860286026,2505.7744033099557,-8404.666666666666,4247.481481481482,882.3703703703703,7677.6089402273565,21267.1915896165,-32768.0,32767.0,12204.314814814816,11345.56153648698,12573.375247849282,-15739.074074074077,32767.0,10651.75925925926,-4580.684459112578,24855.387456981276,-32768.0,32767.0,-10943.74074074074,423,16,10,1,1,2,2
2416.6506904928287,2521.1882655204004,-1549.925925925926,8611.962962962964,1829.7037037037037,-2911.0292635852384,2767.3012123071303,-10012.555555555557,1027.3703703703704,-2113.5185185185187,-1021.6130311803267,2157.46847629412,-6138.888888888889,4221.592592592592,-644.3148148148148,-282.7335662706732,3080.219783352979,-4261.222222222223,7606.259259259259,-730.6111111111111,1635.1878606369169,1459.8166067205811,-1198.851851851852,5963.962962962963,1479.0925925925926,171.29157099597353,4516.6606968365295,-8878.481481481482,6489.481481481482,1362.2962962962963,1233,31,10,1,1,0,3
2956.486949658944,1733.038885587321,6.074074074074074,6769.407407407408,2618.0555555555557,-2256.3846609166244,2097.2042721336697,-6858.2962962962965,1143.7407407407406,-1941.8703703703704,-315.3217275494673,1956.8601013433804,-3545.3333333333335,4323.666666666667,-386.1296296296296,-325.1981227803145,3751.466010610483,-5150.962962962963,8309.555555555555,-1018.5925925925926,1561.0763924121989,1148.8132257008726,-587.7037037037037,4467.481481481482,1417.2777777777778,-150.21900191668075,3840.41996851636,-7415.925925925926,5822.7037037037035,251.07407407407408,1203,38,10,1,1,1,5
-3381.081257792446,2811.854623304046,-11087.296296296296,703.1851851851852,-2740.574074074074,-1609.566153281995,3030.3742367036853,-8852.074074074075,2629.6296296296296,-1054.1851851851852,790.4073010634396,2419.3681921477164,-5203.407407407408,5803.111111111111,949.574074074074,8069.423179317931,21038.957322920283,-32768.0,32664.814814814818,12081.018518518518,5135.911767510085,15231.264905522508,-21757.74074074074,32767.0,4027.037037037037,-3822.3087972130543,21413.38762887762,-32296.48148148148,32767.0,-10387.314814814816,1345,4,9,1,1,0,5
3665.647904900903,4061.091437140082,-2285.4074074074074,16181.148148148148,2586.8888888888887,-2764.410759989001,4440.671310650742,-16423.85185185185,1646.2962962962963,-1295.1296296296296,-57.47601370645344,2143.509369986057,-5245.037037037037,7147.7037037037035,-344.8703703703704,-10963.04655188217,19144.793132045572,-32207.296296296296,31764.703703703704,-12991.166666666666,6324.485570855455,10651.167966170817,-16383.925925925923,31883.51851851852,5637.518518518518,6465.131515677108,23600.55604189041,-31635.444444444445,31784.85185185185,16859.185185185186,370,15,6,1,1,2,2
2822.3652221115813,2134.435634224539,-1391.074074074074,7568.407407407408,2808.574074074074,-1816.5149745525955,2856.7008144985425,-9087.962962962964,1637.3703703703704,-752.0925925925926,-1080.9561723785023,1840.2627004607505,-4457.074074074074,4113.259259259259,-1061.4814814814815,-5936.828001825575,20684.41873981677,-32065.25925925926,32767.0,-11367.814814814816,8406.975887201615,13220.299479500274,-19269.48148148148,32767.0,6267.537037037037,3521.4162068154797,20883.33978248641,-32768.0,32767.0,5941.574074074074,184,11,10,1,1,1,5
3895.105122306571,3407.383826326026,-482.8148148148149,12918.296296296296,3114.3703703703704,-1248.3672801165555,2253.086684519466,-6611.0,2680.6666666666665,-859.6296296296297,-1170.8335020320528,2156.989496493378,-6486.444444444444,3507.703703703704,-1206.648148148148,-2616.6246760217773,19144.7639057207,-30258.814814814818,30497.37037037037,-3662.0,4168.063538072233,17952.134383210807,-27169.925925925927,30950.814814814818,1769.4444444444443,3563.912407024002,24327.19964587901,-32532.88888888889,31521.666666666668,9859.0,1328,33,10,1,1,0,3
-2906.5421697643915,2040.5524577305591,-7874.703703703704,-51.25925925925926,-2661.685185185185,-2216.385813774703,2342.659589381663,-7809.888888888889,1040.5925925925926,-1672.1296296296296,124.7106679328902,1820.319915640108,-4540.925925925926,4411.222222222223,-4.203703703703703,8695.128078505855,23252.712266397702,-32768.0,32729.74074074074,16145.888888888889,12127.19783385339,12509.242958218972,-15194.25925925926,32583.814814814818,11550.5,156.91216478994258,21739.50800586942,-32159.444444444445,32767.0,-4293.925925925926,537,1,9,1,1,1,5
-2935.5295074684873,1934.8826326436904,-8728.925925925925,-604.2592592592592,-2375.074074074074,-1139.1152618135377,2347.721392191637,-7357.111111111111,2304.0,-525.8888888888889,-478.627483480482,1782.9700339556844,-3795.444444444444,5134.62962962963,-352.51851851851853,-6102.590948969959,19025.977767613207,-30949.703703703704,32029.925925925927,-10982.37037037037,-5177.386129157643,16180.864517296106,-32169.40740740741,24358.296296296296,-2451.796296296296,-2108.863329446388,18473.684051578,-30098.59259259259,31933.296296296296,-6771.388888888889,1886,8,10,1,2,1,5
-2793.766676014007,1756.4096861768785,-7938.259259259259,-151.96296296296296,-2475.3888888888887,-2563.4562077122746,2614.212923862978,-9351.62962962963,636.4074074074074,-1639.648148148148,221.76592463167884,2345.903309588474,-5732.0,6725.555555555556,61.42592592592592,8401.810766697585,22823.77589588003,-32768.0,32767.0,14977.75925925926,11575.703617420564,13278.708380788574,-19264.333333333332,32767.0,11152.148148148148,-452.3862932044838,22758.192532810965,-32016.25925925926,32767.0,-5874.7962962962965,1161,3,10,1,1,1,4
